Date,Open,High,Low,Close,Adj Close,Volume,Year,Month
2020-01-02,39.619998931884766,39.96333312988281,39.56666564941406,39.64666748046875,36.78257751464844,20294700,2020,1
2020-01-03,39.42333221435547,39.5966682434082,39.1966667175293,39.29666519165039,36.45786666870117,16197600,2020,1
2020-01-06,39.133331298828125,39.36333465576172,38.92333221435547,39.21666717529297,36.38364410400391,19336500,2020,1
2020-01-07,39.08666610717773,39.17333221435547,38.73333358764648,38.85333251953125,36.04655838012695,20540700,2020,1
2020-01-08,38.76666641235352,38.90999984741211,38.560001373291016,38.720001220703125,35.922847747802734,17627400,2020,1
2020-01-09,38.71666717529297,39.12333297729492,38.69333267211914,39.119998931884766,36.29395294189453,16691100,2020,1
2020-01-10,39.08000183105469,39.11333465576172,38.65999984741211,38.79333114624024,35.99088287353516,18164400,2020,1
2020-01-13,38.79333114624024,38.84999847412109,38.456668853759766,38.62666702270508,35.83626174926758,18337800,2020,1
2020-01-14,38.4900016784668,38.73666763305664,38.37666702270508,38.72666549682617,35.929039001464844,19757400,2020,1
2020-01-15,38.209999084472656,38.62333297729492,38.17333221435547,38.426666259765625,35.65070343017578,22362600,2020,1
2020-01-16,38.5,38.643333435058594,38.426666259765625,38.633331298828125,35.84245681762695,16108200,2020,1
2020-01-17,38.68333435058594,38.76666641235352,38.21333312988281,38.31999969482422,35.55175018310547,30135000,2020,1
2020-01-21,38.1966667175293,38.56333160400391,38.17333221435547,38.52999877929688,35.74657440185547,22061100,2020,1
2020-01-22,38.40666580200195,38.84333419799805,38.393333435058594,38.70000076293945,35.90430450439453,14778300,2020,1
2020-01-23,38.73666763305664,38.77000045776367,38.3466682434082,38.60333251953125,35.81460952758789,12915300,2020,1
2020-01-24,38.66666793823242,38.676666259765625,38.04999923706055,38.12333297729492,35.369293212890625,13150200,2020,1
2020-01-27,37.72999954223633,38.74333190917969,37.560001373291016,38.619998931884766,35.830081939697266,21055200,2020,1
2020-01-28,38.65999984741211,38.96666717529297,38.650001525878906,38.86666870117188,36.05892181396485,15810600,2020,1
2020-01-29,38.85333251953125,39.040000915527344,38.630001068115234,38.630001068115234,35.839351654052734,11326500,2020,1
2020-01-30,38.53666687011719,38.90666580200195,38.44333267211914,38.86000061035156,36.05274200439453,13744500,2020,1
2020-01-31,38.59999847412109,38.75333404541016,37.96666717529297,38.163333892822266,35.40640640258789,23327400,2020,1
2020-02-03,38.29999923706055,38.46333312988281,38.03333282470703,38.09000015258789,35.33837127685547,13041300,2020,2
2020-02-04,38.413333892822266,38.74666595458984,38.29666519165039,38.42333221435547,35.64761734008789,15696600,2020,2
2020-02-05,38.53333282470703,38.98333358764648,38.28333282470703,38.936668395996094,36.12387466430664,17048700,2020,2
2020-02-06,38.94333267211914,39.07666778564453,38.686668395996094,38.77000045776367,35.96924591064453,16058700,2020,2
2020-02-07,38.70333480834961,38.91999816894531,38.58666610717773,38.81666564941406,36.01253128051758,11068800,2020,2
2020-02-10,38.58333206176758,38.99333190917969,38.34999847412109,38.41666793823242,35.64143753051758,18434700,2020,2
2020-02-11,38.47666549682617,38.5,38.14666748046875,38.46666717529297,35.68782043457031,17390400,2020,2
2020-02-12,38.5,38.80666732788086,38.470001220703125,38.61666870117188,35.826988220214844,14206800,2020,2
2020-02-13,38.61666870117188,39.18000030517578,38.526668548583984,39.14666748046875,36.318695068359375,15999600,2020,2
2020-02-14,39.223331451416016,39.52333450317383,39.0533332824707,39.29666519165039,36.45786666870117,24391800,2020,2
2020-02-18,39.4900016784668,39.98333358764648,39.119998931884766,39.87666702270508,36.99596405029297,34539600,2020,2
2020-02-19,39.83333206176758,39.97999954223633,39.22666549682617,39.22666549682617,36.39291763305664,21563400,2020,2
2020-02-20,39.06999969482422,39.369998931884766,38.95333480834961,39.22999954223633,36.3960189819336,15068700,2020,2
2020-02-21,39.14666748046875,39.58333206176758,39.10333251953125,39.526668548583984,36.67124557495117,18726300,2020,2
2020-02-24,39.1533317565918,39.48666763305664,38.650001525878906,38.77333450317383,35.97234344482422,19848000,2020,2
2020-02-25,38.78333282470703,39.02333450317383,38.01666641235352,38.130001068115234,35.3754768371582,23292900,2020,2
2020-02-26,38.23333358764648,38.38999938964844,37.883331298828125,37.926666259765625,35.18682861328125,20019900,2020,2
